Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.00    0.00    2205/2205        boost::function0<ros::SerializedMessage>::function0<boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > > >(boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > >, boost::enable_if_c<boost::type_traits::ice_not<boost::is_integral<boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > > >::value>::value, int>::type) [561]
-----------------------------------------------
                0.00    0.00    2205/2205        bool boost::detail::function::basic_vtable0<ros::SerializedMessage>::assign_to<boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > > >(boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > >, boost::detail::function::function_buffer&, boost::detail::function::function_obj_tag) const [592]
[560]    0.0    0.00    0.00    2205         boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > >* boost::addressof<boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > > >(boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > >&) [560]
                0.00    0.00    2204/2204        boost::detail::addr_impl_ref<boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > > >::addr_impl_ref(boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > >&) [583]
                0.00    0.00    2204/2204        boost::detail::addr_impl_ref<boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > > >::operator boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > >&() const [589]
                0.00    0.00    2204/2204        boost::detail::addressof_impl<boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > > >::f(boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > >&, long) [585]
-----------------------------------------------
                0.00    0.00    2205/2205        boost::function<ros::SerializedMessage ()>::function<boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > > >(boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > >, boost::enable_if_c<boost::type_traits::ice_not<boost::is_integral<boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > > >::value>::value, int>::type) [559]
[561]    0.0    0.00    0.00    2205         boost::function0<ros::SerializedMessage>::function0<boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > > >(boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > >, boost::enable_if_c<boost::type_traits::ice_not<boost::is_integral<boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > > >::value>::value, int>::type) [561]
                0.00    0.00    2205/20074       boost::function_base::function_base() [258]
                0.00    0.00    2203/2203        void boost::function0<ros::SerializedMessage>::assign_to<boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > > >(boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > >) [601]
-----------------------------------------------
                0.00    0.00    2205/2205        std::_Vector_base<std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >, std::allocator<std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > >::_M_deallocate(std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >*, unsigned long) [549]
[562]    0.0    0.00    0.00    2205         __gnu_cxx::new_allocator<std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >::deallocate(std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >*, unsigned long) [562]
-----------------------------------------------
                0.00    0.00    2205/2205        void std::_Destroy<cv::Vec<int, 4>*>(cv::Vec<int, 4>*, cv::Vec<int, 4>*) [598]
[563]    0.0    0.00    0.00    2205         void std::_Destroy_aux<true>::__destroy<cv::Vec<int, 4>*>(cv::Vec<int, 4>*, cv::Vec<int, 4>*) [563]
-----------------------------------------------
                0.00    0.00    2205/2205        std::_Vector_base<cv::Vec<int, 4>, std::allocator<cv::Vec<int, 4> > >::~_Vector_base() [597]
[564]    0.0    0.00    0.00    2205         std::_Vector_base<cv::Vec<int, 4>, std::allocator<cv::Vec<int, 4> > >::_Vector_impl::~_Vector_impl() [564]
                0.00    0.00    2204/2204        std::allocator<cv::Vec<int, 4> >::~allocator() [593]
-----------------------------------------------
                0.00    0.00    2205/2205        std::vector<cv::Vec<int, 4>, std::allocator<cv::Vec<int, 4> > >::~vector() [570]
[565]    0.0    0.00    0.00    2205         std::_Vector_base<cv::Vec<int, 4>, std::allocator<cv::Vec<int, 4> > >::_M_get_Tp_allocator() [565]
-----------------------------------------------
                0.00    0.00    2205/2205        std::vector<cv::Vec<int, 4>, std::allocator<cv::Vec<int, 4> > >::vector() [569]
[566]    0.0    0.00    0.00    2205         std::_Vector_base<cv::Vec<int, 4>, std::allocator<cv::Vec<int, 4> > >::_Vector_base() [566]
                0.00    0.00    2204/2204        std::_Vector_base<cv::Vec<int, 4>, std::allocator<cv::Vec<int, 4> > >::_Vector_impl::_Vector_impl() [595]
-----------------------------------------------
                0.00    0.00    2205/2205        std::vector<std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >, std::allocator<std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > >::~vector() [571]
[567]    0.0    0.00    0.00    2205         std::_Vector_base<std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >, std::allocator<std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > >::_M_get_Tp_allocator() [567]
-----------------------------------------------
                0.00    0.00    2205/2205        std::vector<std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >, std::allocator<std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > >::vector() [551]
[568]    0.0    0.00    0.00    2205         std::_Vector_base<std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >, std::allocator<std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > >::_Vector_base() [568]
                0.00    0.00    2206/2206        std::_Vector_base<std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >, std::allocator<std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > >::_Vector_impl::_Vector_impl() [547]
-----------------------------------------------
                0.00    0.00    2205/2205        Robot::findLegs(cv::Mat, Object*, cv::Mat, cv::Mat, std::string const&, cv::Scalar_<double>, int, int, int, int, double, double, double, double, double, double, double, double) [13]
[569]    0.0    0.00    0.00    2205         std::vector<cv::Vec<int, 4>, std::allocator<cv::Vec<int, 4> > >::vector() [569]
                0.00    0.00    2205/2205        std::_Vector_base<cv::Vec<int, 4>, std::allocator<cv::Vec<int, 4> > >::_Vector_base() [566]
-----------------------------------------------
                0.00    0.00    2205/2205        Robot::findLegs(cv::Mat, Object*, cv::Mat, cv::Mat, std::string const&, cv::Scalar_<double>, int, int, int, int, double, double, double, double, double, double, double, double) [13]
[570]    0.0    0.00    0.00    2205         std::vector<cv::Vec<int, 4>, std::allocator<cv::Vec<int, 4> > >::~vector() [570]
                0.00    0.00    2205/2205        std::_Vector_base<cv::Vec<int, 4>, std::allocator<cv::Vec<int, 4> > >::_M_get_Tp_allocator() [565]
                0.00    0.00    2205/2205        void std::_Destroy<cv::Vec<int, 4>*, cv::Vec<int, 4> >(cv::Vec<int, 4>*, cv::Vec<int, 4>*, std::allocator<cv::Vec<int, 4> >&) [572]
                0.00    0.00    2204/2204        std::_Vector_base<cv::Vec<int, 4>, std::allocator<cv::Vec<int, 4> > >::~_Vector_base() [597]
-----------------------------------------------
                0.00    0.00    2205/2205        Robot::findLegs(cv::Mat, Object*, cv::Mat, cv::Mat, std::string const&, cv::Scalar_<double>, int, int, int, int, double, double, double, double, double, double, double, double) [13]
[571]    0.0    0.00    0.00    2205         std::vector<std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >, std::allocator<std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > >::~vector() [571]
                0.00    0.00    2206/2206        std::_Vector_base<std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >, std::allocator<std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > >::~_Vector_base() [550]
                0.00    0.00    2205/2205        std::_Vector_base<std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >, std::allocator<std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > >::_M_get_Tp_allocator() [567]
                0.00    0.00    2203/2203        void std::_Destroy<std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >(std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >*, std::allocator<std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >&) [606]
-----------------------------------------------
                0.00    0.00    2205/2205        std::vector<cv::Vec<int, 4>, std::allocator<cv::Vec<int, 4> > >::~vector() [570]
[572]    0.0    0.00    0.00    2205         void std::_Destroy<cv::Vec<int, 4>*, cv::Vec<int, 4> >(cv::Vec<int, 4>*, cv::Vec<int, 4>*, std::allocator<cv::Vec<int, 4> >&) [572]
                0.00    0.00    2204/2204        void std::_Destroy<cv::Vec<int, 4>*>(cv::Vec<int, 4>*, cv::Vec<int, 4>*) [598]
-----------------------------------------------
                0.00    0.00    2204/2204        Robot::findLegs(cv::Mat, Object*, cv::Mat, cv::Mat, std::string const&, cv::Scalar_<double>, int, int, int, int, double, double, double, double, double, double, double, double) [13]
[573]    0.0    0.00    0.00    2204         cv::_OutputArray::_OutputArray<cv::Point_<int> >(std::vector<std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >, std::allocator<std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > >&) [573]
                0.00    0.00    2203/2203        cv::_InputArray::_InputArray<cv::Point_<int> >(std::vector<std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >, std::allocator<std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > > const&) [600]
-----------------------------------------------
                0.00    0.00    2204/2204        Robot::findLegs(cv::Mat, Object*, cv::Mat, cv::Mat, std::string const&, cv::Scalar_<double>, int, int, int, int, double, double, double, double, double, double, double, double) [13]
[574]    0.0    0.00    0.00    2204         cv::_OutputArray::_OutputArray<cv::Vec<int, 4> >(std::vector<cv::Vec<int, 4>, std::allocator<cv::Vec<int, 4> > >&) [574]
                0.00    0.00    2205/2205        cv::_InputArray::_InputArray<cv::Vec<int, 4> >(std::vector<cv::Vec<int, 4>, std::allocator<cv::Vec<int, 4> > > const&) [553]
-----------------------------------------------
                0.00    0.00    2204/2204        cv::Scalar_<double>::Scalar_(cv::Scalar_<double> const&) [576]
[575]    0.0    0.00    0.00    2204         cv::Vec<double, 4>::Vec(cv::Vec<double, 4> const&) [575]
                0.00    0.00    2205/2205        cv::Matx<double, 4, 1>::Matx(double const*) [556]
-----------------------------------------------
                0.00    0.00    2204/2204        Robot::followHuman(cv::Mat, bool) [2]
[576]    0.0    0.00    0.00    2204         cv::Scalar_<double>::Scalar_(cv::Scalar_<double> const&) [576]
                0.00    0.00    2204/2204        cv::Vec<double, 4>::Vec(cv::Vec<double, 4> const&) [575]
-----------------------------------------------
                0.00    0.00    2204/2204        Robot::showWindow() [103]
[577]    0.0    0.00    0.00    2204         Robot::record(cv::VideoWriter, cv::Mat) [577]
-----------------------------------------------
                0.00    0.00    2204/2204        boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> const boost::ref<geometry_msgs::Twist_<std::allocator<void> > const>(geometry_msgs::Twist_<std::allocator<void> > const&) [580]
[578]    0.0    0.00    0.00    2204         boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const>::reference_wrapper(geometry_msgs::Twist_<std::allocator<void> > const&) [578]
                0.00    0.00    2204/2204        geometry_msgs::Twist_<std::allocator<void> > const* boost::addressof<geometry_msgs::Twist_<std::allocator<void> > const>(geometry_msgs::Twist_<std::allocator<void> > const&) [586]
-----------------------------------------------
                0.00    0.00    2204/2204        boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list_av_1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> >::type> boost::bind<ros::SerializedMessage, geometry_msgs::Twist_<std::allocator<void> > const&, boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> >(ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const>) [581]
[579]    0.0    0.00    0.00    2204         boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> >::list1(boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const>) [579]
                0.00    0.00    2205/2205        boost::_bi::storage1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> >::storage1(boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const>) [558]
-----------------------------------------------
                0.00    0.00    2204/2204        void ros::Publisher::publish<geometry_msgs::Twist_<std::allocator<void> > >(geometry_msgs::Twist_<std::allocator<void> > const&) const [91]
[580]    0.0    0.00    0.00    2204         boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> const boost::ref<geometry_msgs::Twist_<std::allocator<void> > const>(geometry_msgs::Twist_<std::allocator<void> > const&) [580]
                0.00    0.00    2204/2204        boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const>::reference_wrapper(geometry_msgs::Twist_<std::allocator<void> > const&) [578]
-----------------------------------------------
                0.00    0.00    2204/2204        void ros::Publisher::publish<geometry_msgs::Twist_<std::allocator<void> > >(geometry_msgs::Twist_<std::allocator<void> > const&) const [91]
[581]    0.0    0.00    0.00    2204         boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list_av_1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> >::type> boost::bind<ros::SerializedMessage, geometry_msgs::Twist_<std::allocator<void> > const&, boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> >(ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const>) [581]
                0.00    0.00    2205/2205        boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > >::bind_t(ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > const&) [557]
                0.00    0.00    2204/2204        boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> >::list1(boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const>) [579]
-----------------------------------------------
                0.00    0.00    2204/2204        geometry_msgs::Twist_<std::allocator<void> > const* boost::addressof<geometry_msgs::Twist_<std::allocator<void> > const>(geometry_msgs::Twist_<std::allocator<void> > const&) [586]
[582]    0.0    0.00    0.00    2204         boost::detail::addr_impl_ref<geometry_msgs::Twist_<std::allocator<void> > const>::addr_impl_ref(geometry_msgs::Twist_<std::allocator<void> > const&) [582]
-----------------------------------------------
                0.00    0.00    2204/2204        boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > >* boost::addressof<boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > > >(boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > >&) [560]
[583]    0.0    0.00    0.00    2204         boost::detail::addr_impl_ref<boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > > >::addr_impl_ref(boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > >&) [583]
-----------------------------------------------
                0.00    0.00    2204/2204        geometry_msgs::Twist_<std::allocator<void> > const* boost::addressof<geometry_msgs::Twist_<std::allocator<void> > const>(geometry_msgs::Twist_<std::allocator<void> > const&) [586]
[584]    0.0    0.00    0.00    2204         boost::detail::addressof_impl<geometry_msgs::Twist_<std::allocator<void> > const>::f(geometry_msgs::Twist_<std::allocator<void> > const&, long) [584]
-----------------------------------------------
                0.00    0.00    2204/2204        boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > >* boost::addressof<boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > > >(boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > >&) [560]
[585]    0.0    0.00    0.00    2204         boost::detail::addressof_impl<boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > > >::f(boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > >&, long) [585]
-----------------------------------------------
                0.00    0.00    2204/2204        boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const>::reference_wrapper(geometry_msgs::Twist_<std::allocator<void> > const&) [578]
[586]    0.0    0.00    0.00    2204         geometry_msgs::Twist_<std::allocator<void> > const* boost::addressof<geometry_msgs::Twist_<std::allocator<void> > const>(geometry_msgs::Twist_<std::allocator<void> > const&) [586]
                0.00    0.00    2204/2204        boost::detail::addr_impl_ref<geometry_msgs::Twist_<std::allocator<void> > const>::addr_impl_ref(geometry_msgs::Twist_<std::allocator<void> > const&) [582]
                0.00    0.00    2204/2204        boost::detail::addr_impl_ref<geometry_msgs::Twist_<std::allocator<void> > const>::operator geometry_msgs::Twist_<std::allocator<void> > const&() const [588]
                0.00    0.00    2204/2204        boost::detail::addressof_impl<geometry_msgs::Twist_<std::allocator<void> > const>::f(geometry_msgs::Twist_<std::allocator<void> > const&, long) [584]
-----------------------------------------------
                0.00    0.00    2204/2204        std::_Vector_base<cv::Vec<int, 4>, std::allocator<cv::Vec<int, 4> > >::_M_deallocate(cv::Vec<int, 4>*, unsigned long) [596]
[587]    0.0    0.00    0.00    2204         __gnu_cxx::new_allocator<cv::Vec<int, 4> >::deallocate(cv::Vec<int, 4>*, unsigned long) [587]
-----------------------------------------------
                0.00    0.00    2204/2204        geometry_msgs::Twist_<std::allocator<void> > const* boost::addressof<geometry_msgs::Twist_<std::allocator<void> > const>(geometry_msgs::Twist_<std::allocator<void> > const&) [586]
[588]    0.0    0.00    0.00    2204         boost::detail::addr_impl_ref<geometry_msgs::Twist_<std::allocator<void> > const>::operator geometry_msgs::Twist_<std::allocator<void> > const&() const [588]
-----------------------------------------------
                0.00    0.00    2204/2204        boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > >* boost::addressof<boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > > >(boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > >&) [560]
[589]    0.0    0.00    0.00    2204         boost::detail::addr_impl_ref<boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > > >::operator boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > >&() const [589]
-----------------------------------------------
                0.00    0.00    2204/2204        bool boost::detail::function::basic_vtable0<ros::SerializedMessage>::assign_to<boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > > >(boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > >, boost::detail::function::function_buffer&, boost::detail::function::function_obj_tag) const [592]
[590]    0.0    0.00    0.00    2204         void boost::detail::function::basic_vtable0<ros::SerializedMessage>::assign_functor<boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > > >(boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > >, boost::detail::function::function_buffer&, mpl_::bool_<true>) const [590]
                0.00    0.00    2205/8282        operator new(unsigned long, void*) [319]
-----------------------------------------------
                0.00    0.00    2204/2204        void boost::function0<ros::SerializedMessage>::assign_to<boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > > >(boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > >) [601]
[591]    0.0    0.00    0.00    2204         bool boost::detail::function::basic_vtable0<ros::SerializedMessage>::assign_to<boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > > >(boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > >, boost::detail::function::function_buffer&) const [591]
                0.00    0.00    2204/2204        bool boost::detail::function::basic_vtable0<ros::SerializedMessage>::assign_to<boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > > >(boost::_bi::bind_t<ros::SerializedMessage, ros::SerializedMessage (*)(geometry_msgs::Twist_<std::allocator<void> > const&), boost::_bi::list1<boost::reference_wrapper<geometry_msgs::Twist_<std::allocator<void> > const> > >, boost::detail::function::function_buffer&, boost::detail::function::function_obj_tag) const [592]
-----------------------------------------------
